,EpiP[ug],EntrP[ug],IepiP,SedPepi[ug],Ep[ug],Hvd,HypP[ug],SedPhyp[ug],Rp[ug],IsedP[ug],Psed[ug],Bp[ug],PEPItrue[ug],HYPtrue[ug],EpiV[L],HypV[L],Time,PLoad,Season
2622,2472249528680.6304,0.0,45843713348.39183,984299882.4674569,772356370136.503,0.0,3424101420828.7134,329574883.1837752,138891162.50623488,45843713348.39183,5.02968228306405e+16,13779954913.86625,1979276129032.2595,3821063225806.452,36064516129.03226,49935483870.96774,1988-03-07,124906927742.02531,winter
2623,2471709443532.039,0.0,62453463871.01266,980622077.3101181,1035424673887.357,0.0,3423688521897.5376,329584717.60506237,139897896.5952492,62453463871.01266,5.029681022099794e+16,13779951460.449451,1992758709677.4187,3709207741935.484,36064516129.03226,49935483870.96774,1988-03-08,141428406842.60703,winter
2624,2471192601216.8945,0.0,70714203421.30351,979042932.7343942,1162919536842.3813,0.0,3423135184073.0923,329576207.06818193,140760068.76300278,70714203421.30351,5.0296797608909e+16,13779948005.752861,1984658064516.128,3737171612903.226,36064516129.03226,49935483870.96774,1988-03-09,141495664285.201,winter
2625,2470751899105.8784,0.0,70747832142.6005,976747045.8297037,1154168119085.8086,0.0,3422513794908.4155,329530076.7206018,141822123.7001307,70747832142.6005,5.029678499341946e+16,13779944550.386028,1943877419354.8389,4794574689826.303,36064516129.03226,49935483870.96774,1988-03-10,141035140786.02814,winter
2626,2470318358703.975,0.0,70517570393.01407,974327128.9450548,1141315885563.001,0.0,3421897101805.978,329471731.64961815,142899395.38460323,70517570393.01407,5.029677237437782e+16,13779941094.087524,2025272258064.5168,3655277419354.839,36064516129.03226,49935483870.96774,1988-03-11,138668207805.58987,winter
2627,2469903669414.67,0.0,69334103902.79494,974429152.6106455,1113359234409.6143,0.0,3421287292878.504,329398402.02028227,143853585.25355563,69334103902.79494,5.029675975441415e+16,13779937636.815844,1991870967741.9343,3737171612903.226,36064516129.03226,49935483870.96774,1988-03-12,122172514822.8956,winter
2628,2469602851812.864,0.0,61086257411.4478,974816392.1745057,973286337459.1222,0.0,3420692423902.0103,329321779.9412472,144846302.05693462,61086257411.4478,5.029674713377184e+16,13779934179.291548,2012566451612.904,3695225806451.613,36064516129.03226,49935483870.96774,1988-03-13,93181290775.23695,winter
2629,2469444847731.1694,0.0,46590645387.61848,974384561.4877824,736628561254.5125,0.0,3420172347077.6226,329243931.33857876,146153850.7321987,46590645387.61848,5.029673451131576e+16,13779930721.581327,1954696774193.5483,4728506203473.947,36064516129.03226,49935483870.96774,1988-03-14,119064063694.03307,winter
2630,2468978947575.069,0.0,59532031847.01653,972060292.2233313,934113698100.3947,0.0,3419778635417.6,329179593.28423864,147480786.196936,59532031847.01653,5.02967218851476e+16,13779927263.374182,2015729032258.0647,3709207741935.484,36064516129.03226,49935483870.96774,1988-03-15,129043961956.55214,winter
2631,2468553604142.1743,0.0,64521980978.27607,972371345.2712269,1004685702972.2753,0.0,3419279514771.673,329064826.44667673,148815218.46370926,64521980978.27607,5.0296709257844744e+16,13779923804.150028,1997974193548.387,4701617866004.965,36064516129.03226,49935483870.96774,1988-03-16,157172632302.61264,winter
2632,2467973106157.366,0.0,78586316151.30632,975294301.1573288,1214436268066.1196,0.0,3418742742285.579,328965597.43289155,150161805.54207596,78586316151.30632,5.02966966320225e+16,13779920344.614998,1940270967741.9355,4673961290322.58,36064516129.03226,49935483870.96774,1988-03-17,166125872892.5994,winter
2633,2467449928594.344,0.0,83062936446.2997,975885191.7430049,1273910749969.942,0.0,3418094012979.373,328873703.7150388,151532593.50879964,83062936446.2997,5.029668400533191e+16,13779916885.485615,2009308755760.368,3684525345622.121,36064516129.03226,49935483870.96774,1988-03-18,164921065631.92908,winter
2634,2466975710190.2217,0.0,82460532815.96454,975093969.0736651,1255207959205.4316,0.0,3417413549203.353,328787043.10017335,150949986.074265,82460532815.96454,5.029667137834951e+16,13779913426.118332,2049494930875.575,3600419723502.3057,36064516129.03226,49935483870.96774,1988-03-19,154089757468.23093,winter
2635,2466575292635.9946,0.0,77044878734.11546,974269232.5366958,1164079585488.6924,0.0,3416743084293.75,328703122.05069757,150357805.54529634,77044878734.11546,5.029665875105409e+16,13779909966.671099,1988700460829.4917,3663124423963.136,36064516129.03226,49935483870.96774,1988-03-20,116166195114.12256,winter
2636,2466395519985.4414,0.0,58083097557.06128,972493709.7442391,871149995339.8463,0.0,3416121270508.784,328629297.8539772,149765966.3504174,58083097557.06128,5.029664612250462e+16,13779906507.138105,1879476497695.8523,4636866359447.007,36064516129.03226,49935483870.96774,1988-03-21,183809586490.708,spring
2637,2465602201101.2544,0.0,91904793245.354,974437229.858226,1368493228864.6772,0.0,3415655848238.8203,328564171.73335826,149182453.3124308,91904793245.354,5.029663349642052e+16,13779903047.261543,1842896774193.5483,4621529032258.064,36064516129.03226,49935483870.96774,1988-03-22,265793885368.14847,spring
2638,2464635076758.364,0.0,132896942684.07423,974802719.7327948,1846420020150.6501,0.0,3414924984661.28,328514887.2446258,148593017.3948699,132896942684.07423,5.029662087124552e+16,13779899588.060417,1801164976958.5237,4631159447004.606,36064516129.03226,49935483870.96774,1988-03-23,230142197300.5868,spring
2639,2464243070589.5947,0.0,115071098650.2934,975125650.22676,1498308055752.7065,0.0,3413939044388.477,328446101.53971696,147711113.76274997,115071098650.2934,5.029660824721003e+16,13779896129.108362,1806832258064.516,4634012903225.807,36064516129.03226,49935483870.96774,1988-03-24,272065762910.76767,spring
2640,2463510365502.372,0.0,136032881455.38383,976410298.0960971,1666849606519.5994,0.0,3413138953826.0435,328355635.37771815,146835339.91718435,136032881455.38383,5.029659562524795e+16,13779892670.468504,1809408294930.8767,4572663594470.048,36064516129.03226,49935483870.96774,1988-03-25,311332766893.4945,spring
2641,2462744360708.313,0.0,155666383446.74725,978287894.3908964,1800997290565.275,0.0,3412248950628.244,328280801.99019825,146106200.854335,155666383446.74725,5.029658300582123e+16,13779889212.3967,1798588940092.167,4547695852534.563,36064516129.03226,49935483870.96774,1988-03-26,288151575023.5088,spring
2642,2462254241102.91,0.0,144075787511.7544,978511098.8182658,1578756651366.3406,0.0,3411287389481.888,328203196.2061462,145391146.53661272,144075787511.7544,5.029657038725863e+16,13779885755.019516,1734188018433.1804,4622599078341.016,36064516129.03226,49935483870.96774,1988-03-27,238917131130.5713,spring
2643,2461953760889.4067,0.0,119458565565.28564,978160258.3509473,1243364151834.498,0.0,3410444463037.6094,328127560.63363045,144549532.33246264,119458565565.28564,5.0296557769114616e+16,13779882297.879078,1801164976958.5237,4341248294930.877,36064516129.03226,49935483870.96774,1988-03-28,267492881203.30255,spring
2644,2461398682759.639,0.0,133746440601.65128,977544312.8377036,1325671890157.899,0.0,3409780553565.017,328066748.78706884,143713447.4852131,133746440601.65128,5.029654515113339e+16,13779878840.853321,1648663594470.0457,4562676497695.854,36064516129.03226,49935483870.96774,1988-03-29,294685547667.53687,spring
2645,2460824954381.009,0.0,147342773833.76843,977325744.2233834,1393799397708.431,0.0,3409072759178.862,328020226.168939,143162572.39715174,147342773833.76843,5.02965325334414e+16,13779875383.872162,1625479262672.81,4554829493087.557,36064516129.03226,49935483870.96774,1988-03-30,304558443524.8955,spring
2646,2460302485642.075,0.0,152279221762.44775,977728299.543733,1377607792220.366,0.0,3408328648620.4165,327970882.8428357,142341681.82530224,152279221762.44775,5.029651991692697e+16,13779871926.970247,1651754838709.6772,4594064516129.032,36064516129.03226,49935483870.96774,1988-03-31,302550305280.48285,spring
2647,2459832333603.548,0.0,151275152640.24142,980055431.636349,1311288034137.821,0.0,3407593211905.065,327910997.7314572,141520943.8035297,151275152640.24142,5.029650730350398e+16,13779868470.390951,1725429493087.556,4508460829493.089,36064516129.03226,49935483870.96774,1988-04-01,240452285168.3993,spring
2648,2459612527636.55,0.0,120226142584.19965,980873892.3215718,1000317237729.8989,0.0,3406893180505.904,327848090.80609524,142156549.27374715,120226142584.19965,5.02964946902044e+16,13779865014.658627,1597142857142.8582,4608331797235.024,36064516129.03226,49935483870.96774,1988-04-02,195024136196.98553,spring
2649,2459429155914.0903,0.0,97512068098.49277,981688213.540905,780083190737.6943,0.0,3406359074131.436,327793502.17583835,142963207.24515808,97512068098.49277,5.029648207686135e+16,13779861558.96011,1575504147465.4382,4566243317972.35,36064516129.03226,49935483870.96774,1988-04-03,181097503417.19904,spring
2650,2459204156488.741,0.0,90548751708.59952,981963887.0482292,697516514843.6743,0.0,3405942474255.9614,327756261.193942,143740009.98452577,90548751708.59952,5.029646946298339e+16,13779858103.249685,1562108755760.3682,4576943778801.846,36064516129.03226,49935483870.96774,1988-04-04,182220855493.18887,spring
2651,2458954214330.171,0.0,91110427746.59444,981994862.7709633,676734859024.0698,0.0,3405569936217.532,327729385.76263076,144404422.89720303,91110427746.59444,5.029645684844857e+16,13779854647.392712,1552577419354.8386,4577657142857.145,36064516129.03226,49935483870.96774,1988-04-05,247237500755.27988,spring
2652,2458436955701.022,0.0,123618750377.63994,982603967.0215474,955670933603.5736,0.0,3405208515361.952,327706698.76309675,145074974.93868703,123618750377.63994,5.0296444233833064e+16,13779851191.355774,1549743778801.8445,4631872811059.907,36064516129.03226,49935483870.96774,1988-04-06,292813011240.13403,spring
2653,2457862538987.688,0.0,146406505620.06702,983546139.6034095,1179895423051.7722,0.0,3404698330018.924,327684126.3020644,146037573.02692914,146406505620.06702,5.029643161917802e+16,13779847735.29673,1514709677419.3547,4624025806451.612,36064516129.03226,49935483870.96774,1988-04-07,287161449829.0828,spring
2654,2457381536580.293,0.0,143580724914.5414,984740392.2619756,1208429522905.63,0.0,3404068562946.0737,327649712.452373,146721604.3183788,143580724914.5414,5.029641900500223e+16,13779844279.226856,1623933640552.9946,4651133640552.993,36064516129.03226,49935483870.96774,1988-04-08,281059627876.5505,spring
2655,2456888890157.2417,0.0,140529813938.27524,986212393.8521193,1237691935973.441,0.0,3403423601830.7754,327603862.706094,147412934.86266032,140529813938.27524,5.029640639156473e+16,13779840823.288282,1614144700460.8308,4658267281105.992,36064516129.03226,49935483870.96774,1988-04-09,232204996694.84924,spring
2656,2456563703929.7397,0.0,116102498347.42462,987842037.5629805,1072376757630.0172,0.0,3402763047464.0024,327556238.0436752,148279439.84450135,116102498347.42462,5.02963937788462e+16,13779837367.551981,1568291244239.6318,4660407373271.888,36064516129.03226,49935483870.96774,1988-04-10,217863055312.04065,spring
2657,2456163782242.409,0.0,108931527656.02032,989344669.0885779,1057755468538.3263,0.0,3402190683302.3,327506823.85072255,149371155.6084236,108931527656.02032,5.029638116649263e+16,13779833912.012657,1509300000000.0,4657553917050.692,36064516129.03226,49935483870.96774,1988-04-11,244452704727.12967,spring
2658,2455578588741.9746,0.0,122226352363.56483,990831695.9138377,1251003457289.768,0.0,3401626141659.9844,327464913.56060725,150478144.69136235,122226352363.56483,5.029636855448064e+16,13779830456.573324,1516770506912.4438,4659694009216.59,36064516129.03226,49935483870.96774,1988-04-12,265947092974.92303,spring
2659,2454924105199.8086,0.0,132973546487.46152,991846902.3010325,1438691124629.163,0.0,3400958563721.6484,327422911.1017809,151602553.41770285,132973546487.46152,5.0296355942320904e+16,13779827001.227573,1535317972350.2314,4673247926267.282,36064516129.03226,49935483870.96774,1988-04-13,250944351000.0268,spring
2660,2454368803474.9624,0.0,125472175500.0134,992838267.3514872,1439707804058.7446,0.0,3400190916370.424,327372127.5430384,152743865.57546425,125472175500.0134,5.029634332996389e+16,13779823545.841345,1630116129032.258,4693935483870.968,36064516129.03226,49935483870.96774,1988-04-14,214393497809.35696,spring
2661,2453933766653.372,0.0,107196748904.67848,994002390.4621471,1309354405183.2812,0.0,3399422748360.481,327311198.5916275,153901549.27863717,107196748904.67848,5.029633071755584e+16,13779820090.401068,1509901075268.8184,4683948387096.774,36064516129.03226,49935483870.96774,1988-04-15,201830450073.29727,spring
2662,112045225698.96616,-2548556212069130.0,100915225036.64864,995805632.7128487,1317715502427.18,0.0,5740103602391.369,327252323.595186,153839376.1209928,100915225036.64864,5.029631711115215e+16,13779816634.946806,64583225806.45161,7882556559139.787,1664516129.032258,84335483870.96774,1988-04-16,172606801613.44974,spring
2663,224856158756.6855,123354232962967.3,172606801613.44974,2433386699.824743,1198719078830.3325,674698757899.9874,5626192690672.93,9224916.840556972,153776336.4101162,0.0,5.029630318678783e+16,13779812907.164974,128167741935.48389,7721468387096.774,3329032258.064516,82670967741.93549,1988-04-17,164589071947.8735,spring
2664,412576510674.4924,205567833881686.7,164589071947.8735,1655693489.9844508,1239371469419.065,64876210480.67935,5437335425534.284,9223904.816730365,153714262.9114231,0.0,5.0296289262488376e+16,13779809092.270641,224598709677.4193,7457032258064.514,6103225806.451613,79896774193.54839,1988-04-18,183547277476.8819,spring
2665,411203178890.74585,0.0,183547277476.8819,825017723.1127903,1503812223196.5427,8416212068.084845,5437329181406.057,9223590.704358116,153651326.51701576,0.0,5.029627533825536e+16,13779805277.394077,218495483870.9677,7451705806451.617,6103225806.451613,79896774193.54839,1988-04-19,203332331520.1328,spring
2666,409783776438.1669,0.0,203332331520.1328,860569150.3018328,1609942956158.0188,63663529381.54967,5437272253402.722,9223633.062030522,153376303.70905554,0.0,5.0296261414301224e+16,13779801462.535717,212392258064.5161,7446379354838.71,6103225806.451613,79896774193.54839,1988-04-20,229577537641.2894,spring
2667,408178157572.10736,0.0,229577537641.2894,899365328.7908661,1758197900373.175,8212733926.446583,5437266325900.567,9130421.83088366,152828343.21463788,0.0,5.0296247490805656e+16,13779797647.75376,197744516129.03223,7451705806451.617,6103225806.451613,79896774193.54839,1988-04-21,214392573945.5472,spring
2668,406741444774.2084,0.0,214392573945.5472,914654301.2872242,1588890768252.48,22341448552.20713,5437247437545.907,9130464.18791078,152357418.47639465,0.0,5.029623356778487e+16,13779793833.09744,225819354838.7097,7425073548387.094,6103225806.451613,79896774193.54839,1988-04-22,218474941079.92685,spring
2669,405309058697.977,0.0,218474941079.92685,936915930.2197568,1568754587422.6104,6245724138.791522,5437243371899.312,9130484.777800178,152295597.09240368,0.0,5.029621964482974e+16,13779790018.5712,213612903225.8065,7534265806451.612,6103225806.451613,79896774193.54839,1988-04-23,212600131888.4765,spring
2670,403955144542.44855,0.0,212600131888.4765,968429022.2177131,1480248649622.4895,2764354995.5686326,5437242552559.903,9130476.811027171,151905837.53170216,0.0,5.029620572226818e+16,13779786204.062944,179434838709.67743,7419747096774.194,6103225806.451613,79896774193.54839,1988-04-24,214882553155.30948,spring
2671,402679357016.0565,0.0,214882553155.30948,1009123594.0046711,1452082470187.7727,59113358356.92266,5437190029672.888,9130581.091302853,151368335.58063066,0.0,5.029619180024803e+16,13779782389.662516,213816344086.0216,7390451612903.226,6103225806.451613,79896774193.54839,1988-04-25,237228615426.3044,spring
2672,401256686021.3967,0.0,237228615426.3044,1045356135.5478516,1557276994138.7253,3283589999.842296,5437188861256.158,9130491.697694479,151024378.41427645,0.0,5.029617787857557e+16,13779778575.41042,319656451612.9033,7184317935483.871,6103225806.451613,79896774193.54839,1988-04-26,242494615106.30905,spring
