,EpiP[ug],EntrP[ug],IepiP,SedPepi[ug],Ep[ug],Hvd,HypP[ug],SedPhyp[ug],Rp[ug],IsedP[ug],Psed[ug],Bp[ug],PEPItrue[ug],HYPtrue[ug],EpiV[L],HypV[L],Time,Season,PLoad
4342,370931508881936.4,0.0,108756875766.92874,1202896326.9361823,1049702310795.5559,2442922463.422082,4742908138439411.0,7239285.722281078,615080975.576812,108756875766.92874,5.027311002106182e+16,13773458740.373222,174899479708637.1,8489461810613938.0,7767741935483.87,78232258064516.12,1992-11-21,autumn,197472904014.5345
4343,370014505241445.2,0.0,98736452007.26724,1198226883.8876002,1016387070678.8671,1845205064.3238509,4743006844699581.0,7239535.465182358,624025878.0874077,98736452007.26724,5.027309563082068e+16,13773454800.29091,176904058272632.7,8509650780437037.0,7767741935483.87,78232258064516.12,1992-11-22,autumn,225109302261.9828
4344,368772262673192.44,0.0,0.0,1154075571.8859274,1241731146866.4883,642654185.6297996,4743233091410489.0,7239770.836553713,633227030.5272993,225109302261.9828,5.027308123138256e+16,13773450857.75909,178908636836628.25,8529839750260136.0,7767741935483.87,78232258064516.12,1992-11-23,autumn,190352288912.31064
4345,367640662510608.44,0.0,0.0,1130362809.548221,1130572746758.8015,102946984.38569483,4743425106586179.0,7240285.606659975,642711237.9257969,190352288912.31064,5.0273066822464696e+16,13773446912.707552,180913215400624.62,8550028720083234.0,7767741935483.87,78232258064516.12,1992-11-24,autumn,189323590052.82257
4346,366745706046750.8,0.0,94661795026.41129,1122918825.5125456,988610331183.8154,114991125.24337438,4743521422142870.0,7240663.424713938,653074626.8784131,94661795026.41129,5.027305240318777e+16,13773442965.058823,182917793964620.25,8570217689906333.0,7767741935483.87,78232258064516.12,1992-11-25,autumn,190103407645.14096
4347,365964114945478.0,0.0,95051703822.57048,1096772472.3207965,885660984559.0616,10114951936.01637,4743608113359774.0,7240895.166970991,664933439.9149077,95051703822.57048,5.027303797205621e+16,13773439014.571993,184922372528615.8,8590406659729430.0,7767741935483.87,78232258064516.12,1992-11-26,autumn,264304698610.6735
4348,364865857903007.2,0.0,0.0,1061326830.9598238,1111334800119.3708,14139084479.482952,4743860010244347.0,7241112.222116348,677184721.5609525,264304698610.6735,5.027302352867754e+16,13773435060.837318,186926951092612.2,8610595629552530.0,7767741935483.87,78232258064516.12,1992-11-27,autumn,380290078746.1006
4349,363409633868773.0,0.0,0.0,1037829802.2576185,1455194925855.7874,8721423.875737045,4744242010223568.0,7241581.470558314,688033677.7307318,380290078746.1006,5.027300907445434e+16,13773431103.747272,188931529656607.72,8583845244536918.0,7767741935483.87,78232258064516.12,1992-11-28,autumn,269221240851.06937
4350,362600160851706.44,0.0,134610620425.53468,1027105181.7485137,943766856759.7552,710324449.4058995,4744377629626631.0,7242334.07280729,699244238.1781946,134610620425.53468,5.027299460902529e+16,13773427143.68612,190936108220603.3,8604034214360018.0,7767741935483.87,78232258064516.12,1992-11-29,autumn,230960398988.71613
4351,361851616214777.75,0.0,0.0,1008155246.3105767,747850768257.0132,314286574.6536524,4744609987469101.0,7242625.843296302,710817436.4717333,230960398988.71613,5.027298013202729e+16,13773423180.554873,192940686784599.7,8624223184183114.0,7767741935483.87,78232258064516.12,1992-11-30,autumn,256891015949.42587
4352,361077960539780.56,0.0,0.0,996249110.015002,772717409352.7914,57983465.60143166,4744868532292116.0,7243065.299375027,722784486.7820498,256891015949.42587,5.027296564306665e+16,13773419214.254051,194945265348595.28,8644412154006214.0,7767741935483.87,78232258064516.12,1992-12-01,autumn,284517635633.88354
4353,360420495851652.2,0.0,142258817816.94177,983394527.8883107,798772964100.5397,32852683.141529858,4745012469569473.0,7243544.7419473035,735161239.7061893,142258817816.94177,5.0272951141733704e+16,13773415244.675795,196949843912590.88,8664601123829312.0,7767741935483.87,78232258064516.12,1992-12-02,autumn,280759253774.40424
4354,359833988115481.5,0.0,140379626887.20212,952970534.871486,739005936876.7195,13071544353.727987,4745141472693355.0,7243849.232134066,749314662.7285697,140379626887.20212,5.027293662625162e+16,13773411271.707865,198954422476586.47,8684790093652410.0,7767741935483.87,78232258064516.12,1992-12-03,autumn,380905067351.0584
4355,359107538846391.4,0.0,190452533675.5292,941181448.1842755,943666150638.0214,27705529320.561386,4745305918606337.0,7244215.688316783,764971394.8050824,190452533675.5292,5.0272922095117144e+16,13773407294.863457,200959001040582.84,8704979063475507.0,7767741935483.87,78232258064516.12,1992-12-04,autumn,426192397466.2104
4356,661276688986202.9,302891867145085.4,213096198733.1052,910990537.9878508,996669908387.2527,61767694918.25284,4442567064324432.0,7244551.504138382,780613378.6018381,213096198733.1052,5.027290754834501e+16,13773403313.730726,333440166493236.06,8168833048907421.0,12761290322580.645,73238709677419.36,1992-12-05,autumn,501158867022.2028
4357,660282024870557.9,0.0,250579433511.1014,573786462.0563912,1246169210794.0745,1499448099.9512448,4442817505930150.5,7239928.6092293,795073773.9494748,250579433511.1014,5.027289298711183e+16,13773399328.3137,336733402705514.4,8188914630593158.0,12761290322580.645,73238709677419.36,1992-12-06,autumn,343785990136.6002
4358,659641968106594.2,0.0,171892995068.3001,563493551.8297557,811859053075.2043,472787595.28233105,4442990292460735.0,7240463.819211622,810070023.7127055,171892995068.3001,5.0272878410886936e+16,13773395338.93475,340026638917794.2,8208996212278896.0,12761290322580.645,73238709677419.36,1992-12-07,autumn,440000849232.2568
4359,658872198995575.9,0.0,220000424616.1284,545820889.6671873,989708733246.209,485018501.33368134,4443211172094640.0,7240872.488981148,825647773.5404931,220000424616.1284,5.027286381908869e+16,13773391345.448477,343319875130072.7,8229550301768986.0,12761290322580.645,73238709677419.36,1992-12-08,autumn,444087574620.4686
4360,658152871717922.2,0.0,222043787310.2343,534413474.2341618,1003970923998.1273,63134272508.47559,4443371450682418.5,7176704.555000591,841836207.602318,222043787310.2343,5.027284921104184e+16,13773387347.695532,348846337148802.75,7775115920915738.0,12761290322580.645,73238709677419.36,1992-12-09,autumn,421252554843.6148
4361,691175542107994.4,33661904929412.293,210626277421.8074,530300840.3659973,957289605189.7428,107959089268.25447,4409813594736864.5,7177089.398041439,858671954.2349454,210626277421.8074,5.027283458616363e+16,13773383345.490915,367782892819979.5,7720433881373594.0,13316129032258.064,72683870967741.94,1992-12-10,autumn,401644253439.08014
4362,316154507524932.06,-374386751975163.6,200822126719.54007,506156188.9101604,924400963593.5078,89802385164.23659,4784312744255019.0,7176880.862287841,878822127.242392,200822126719.54007,5.027281994113905e+16,13773379338.674969,170142185223725.25,8491222976066621.0,6103225806451.613,79896774193548.39,1992-12-11,autumn,386497341678.9402
4363,1145016831898679.0,830609851433163.0,193248670839.4701,993197937.6477604,893414037956.2496,-1046368494361.6064,3954944396516560.5,7091519.534838601,900423085.2233375,193248670839.4701,5.027280527443215e+16,13773375326.339466,562482955254942.0,7007680915712816.0,19974193548387.098,66025806451612.9,1992-12-12,autumn,319422614183.40155
4364,1144361085575663.5,0.0,159711307091.70078,327081809.519244,822336325254.4562,7205776956.855181,3955098145170920.0,7081265.998908863,923123681.2512407,159711307091.70078,5.0272790585018424e+16,13773371308.063604,569135650364204.5,7011514672216455.0,19974193548387.098,66025806451612.9,1992-12-13,autumn,269556420258.42712
4365,1143797701612696.2,0.0,134778210129.21356,332351390.68147814,698035365611.662,205543906.06647444,3955233990155982.5,7019201.27574552,946986650.3589591,134778210129.21356,5.02727758716837e+16,13773367283.56669,581345681581685.2,6856886493236225.0,19974193548387.098,66025806451612.9,1992-12-14,autumn,336135619709.36487
4366,1143089940593320.8,0.0,168067809854.68243,319261663.4958166,875668704498.6875,159136931.9771925,3955403183192764.5,7019688.755844852,972121885.0123559,168067809854.68243,5.027276113321824e+16,13773363252.51608,590205202913631.8,6781489281997930.0,19974193548387.098,66025806451612.9,1992-12-15,autumn,353131988358.4055
4367,2106262633252275.2,963921784139413.1,176565994179.20276,322912185.34602016,925385404954.9968,50842502.54923152,2991659228724465.5,7020235.449207631,998627487.5070773,176565994179.20276,5.027274636825177e+16,13773359214.58034,1076118626430802.8,5151731113423523.0,36064516129032.26,49935483870967.74,1992-12-16,autumn,352960648651.9919
4368,2137063683232539.0,0.0,176480324325.99594,1302674967.2720556,950125118120.0975,0.0,2960260451297396.0,286921037.26750076,1026618666.6974843,176480324325.99594,5.0272733157873944e+16,13773355169.384047,1094150884495319.0,5134656399583772.0,36064516129032.26,49935483870967.74,1992-12-17,autumn,308504832991.4965
4369,1182909250971716.8,-953459181749902.0,154252416495.74826,1323216661.2641792,848179710754.7329,0.0,3913875980989748.5,283914657.76080805,1056223951.4052565,154252416495.74826,5.0272718612213096e+16,13773351550.10245,611226430801248.6,6819400874089494.0,19974193548387.098,66025806451612.9,1992-12-18,autumn,310426688320.09576
4370,360740936242147.4,-821464757619247.8,155213344160.04788,317952432.17729175,858649474771.4327,196972722.00346184,4735497153627189.0,6886241.07483432,1087580563.9590387,155213344160.04788,5.027270375817121e+16,13773347564.989891,188363267429760.38,8288645993756506.0,6103225806451.613,79896774193548.39,1992-12-19,autumn,258685942572.04776
4371,2136043516214367.0,1775811432610196.0,129342971286.02388,957268690.2117689,718932814068.2672,81694473496.10658,2959735440812869.5,6839894.617088089,1120869290.8537579,129342971286.02388,5.027268887079832e+16,13773343495.389372,1118000000000000.0,5213264516129032.0,36064516129032.26,49935483870967.74,1992-12-20,autumn,209809568939.65073
4372,2136455383249298.0,0.0,104904784469.82536,1322836699.7470844,588246199965.4032,0.0,2958944686678178.5,283877590.196028,1156245555.991741,104904784469.82536,5.027267554792764e+16,13773339416.657076,1141499485243649.5,5177990940288259.0,36064516129032.26,49935483870967.74,1992-12-21,winter,245818501830.97153
4373,1182695155414070.0,-953187786372763.6,122909250915.48576,1322750118.2833924,694027963261.8685,0.0,3912257560414217.0,283808387.6711236,1139170628.317881,122909250915.48576,5.0272660919229624e+16,13773335766.55552,640236650652024.6,6823753048730297.0,19974193548387.098,66025806451612.9,1992-12-22,winter,266015511020.77216
4374,2135482403423340.0,953407304638758.8,133007755510.38608,305209497.3586256,753249451607.459,490276105.46344906,2958984194219685.5,6824336.380968875,1122579660.8887968,133007755510.38608,5.0272646030142536e+16,13773331758.693048,1165958133150310.8,5156571805078938.0,36064516129032.26,49935483870967.74,1992-12-23,winter,257281522590.61868
4375,2135785969662871.2,0.0,128640761295.30934,1319670047.0850506,731033801784.305,0.0,2958206378690271.5,283818818.50313854,1106478175.6655252,128640761295.30934,5.0272632753825544e+16,13773327679.491106,1184949553877831.0,5128352944406310.0,36064516129032.26,49935483870967.74,1992-12-24,winter,206852763845.9684
4376,1215267348669962.8,-920030879239390.5,103426381922.9842,1317993218.8345363,589850142222.3164,0.0,3878342809376736.5,283747532.1736478,1090819464.7434382,103426381922.9842,5.0272618173429576e+16,13773324042.143986,680187989018532.1,6718268529855843.0,20529032258064.52,65470967741935.484,1992-12-25,winter,175017007107.47415
4377,2135161215354333.5,920284734428378.0,87508503553.73708,282802557.2537439,500588929856.1158,22495484852.365536,2958124439616260.0,6763892.394033416,1075610535.6320748,87508503553.73708,5.027260333126289e+16,13773320047.514954,1209408201784488.5,5107868771448198.0,36064516129032.26,49935483870967.74,1992-12-26,winter,171853652549.1759
4378,196683122223273.06,-1938069410860087.2,85926826274.58795,1313744959.223995,493295352288.47986,0.0,4896281868105536.0,283749632.36637104,1060807587.2838951,85926826274.58795,5.027258878088895e+16,13773315981.167913,112558476321208.1,8449324694577906.0,3329032258064.516,82670967741935.48,1992-12-27,winter,173118702803.11108
4379,1268197638582082.5,1051550468317967.1,86559351401.55554,1658599721.6718242,497618692808.67206,20376765981971.234,3824443888805018.5,9370711.547502033,1046419007.9127743,86559351401.55554,5.0272573970528664e+16,13773311994.764095,721337542896362.0,6613599978037049.0,21083870967741.93,64916129032258.07,1992-12-28,winter,210018598427.87292
4380,2150361645613831.5,882563974339619.9,105009299213.93646,274954743.6632893,616748991577.3054,112047339235.97267,2941874177120224.5,6669599.65070778,1032409703.9676964,105009299213.93646,5.027255917148062e+16,13773307937.131142,1248350205902541.0,5071150253946440.0,36064516129032.26,49935483870967.74,1992-12-29,winter,237951733507.58408
4381,1322722046825457.8,-827062171389935.5,118975866753.79204,1298705377.838179,695104559814.2523,0.0,3769057359645616.5,282207381.4457219,1018770705.9999931,118975866753.79204,5.027254466161342e+16,13773303882.597431,777128345916266.0,6459059217570365.0,22193548387096.77,63806451612903.23,1992-12-30,winter,235233256781.08096
4382,2141520325738104.8,819360295575134.4,117616628390.54048,250815322.9295678,689273392657.6947,9890917103.109566,2949806039397220.5,6687400.323929995,1005487528.7253058,117616628390.54048,5.027252988951339e+16,13773299907.29135,1281824982841456.2,5026697048730266.0,36064516129032.26,49935483870967.74,1992-12-31,winter,222665559342.0077
4383,2134530512598288.5,0.0,111332779671.00385,1245338115.9576066,652337742061.4141,0.0,2956365644577795.5,282984821.721615,992546416.5407522,111332779671.00385,5.027251665199405e+16,13773295860.140657,1305324468085106.0,4987726122168832.0,36064516129032.26,49935483870967.74,1993-01-01,winter,179964142908.0567
4384,360789632054957.75,-1773302272004731.8,89982071454.02835,1218190908.0612,527372419144.92236,0.0,4729759813162677.0,283622402.7677433,979940191.1321816,89982071454.02835,5.0272502182384024e+16,13773292233.423027,224877899794097.7,7921000192175704.0,6103225806451.613,79896774193548.39,1993-01-02,winter,176532242465.28525
4385,572347360066949.5,131382217032296.48,88266121232.64262,767418671.9966881,518519447578.45465,80606531724713.16,4517861056431060.0,9153424.411507564,967638911.4143008,88266121232.64262,5.0272487450610264e+16,13773288269.146309,309684111187371.0,7582307755662318.0,8322580645161.289,77677419354838.72,1993-01-03,winter,202370814702.35815
4386,1660284969593724.8,1032653955755670.5,101185407351.17908,660573674.6175659,693967788081.7788,55877096725510.04,3429432796898202.5,8686706.323585698,955654004.2738404,101185407351.17908,5.027247273035873e+16,13773284233.04391,975267741935484.4,5829574632807138.0,26077419354838.703,59922580645161.3,1993-01-04,winter,270713140212.7832
4387,2231135376860971.2,571572132816367.4,135356570106.3916,206053387.94717813,862512330700.139,5636264860.876771,2857991528073970.5,6317879.011513189,943951381.138299,135356570106.3916,5.027245801944502e+16,13773280200.098282,1357982498284146.0,4821642827728207.0,36064516129032.26,49935483870967.74,1993-01-05,winter,328262741811.9994
4388,2133278574849177.8,0.0,164131370905.9997,1202472959.7247446,1034737507259.1967,0.0,2955141311126979.0,274263374.9239424,932542997.0782005,164131370905.9997,5.027244479036219e+16,13773276169.710966,1365832285518187.2,4785306794783805.0,36064516129032.26,49935483870967.74,1993-01-06,winter,280838118054.2839
4389,2133131063446607.8,0.0,140419059027.14194,1147016961.1105518,862095562740.3733,0.0,2954707055854196.0,283621066.87938255,921407361.1636136,140419059027.14194,5.027243152632031e+16,13773272545.30471,1992602882635551.2,3572936993822927.5,36064516129032.26,49935483870967.74,1993-01-07,winter,259264414144.16583
4390,1837092119146372.0,-295356608784915.1,129632207072.08292,1136787324.6909926,810830935067.8425,0.0,3250195060536584.5,283620866.5908906,910523943.3071063,129632207072.08292,5.027241712614832e+16,13773268911.320633,1291613518188058.8,5012519621139328.0,31070967741935.48,54929032258064.52,1993-01-08,winter,268791980793.6039
